ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
ZFA:0000058	32520	441	633	12	8681	311	3	false	0.8737840269269468	1.0	0.0	"polster"
ZFA:0001108	32520	58	633	2	62	2	1	false	0.8741406663141332	1.0	1.7926126432970168E-6	"anterior commissure"
ZFA:0001643	32520	266	633	6	12143	399	1	false	0.8745971114890768	1.0	0.0	"anatomical space"
ZFA:0009318	32520	44	633	2	47	2	1	false	0.8751156336725183	1.0	6.167129201356696E-5	"retinal bipolar neuron"
ZFA:0009077	32520	26	633	2	115	14	1	false	0.8758616731267375	1.0	2.2760014053105158E-26	"microglial cell"
ZFA:0009075	32520	102	633	2	157	4	1	false	0.8761450179160859	1.0	1.0406959504264314E-43	"astrocyte"
ZFA:0009222	32520	9	633	1	19	3	1	false	0.8761609907120775	1.0	1.0825088224469062E-5	"blue sensitive photoreceptor cell"
ZFA:0009223	32520	9	633	1	19	3	1	false	0.8761609907120775	1.0	1.0825088224469062E-5	"green sensitive photoreceptor cell"
ZFA:0000334	32520	58	633	1	7681	271	2	false	0.8764649854680381	1.0	1.290144159841433E-147	"corpus mamillare"
ZFA:0001161	32520	1430	633	53	1520	58	2	false	0.8764795389657766	1.0	9.407338765443112E-148	"pectoral fin"
ZFA:0000085	32520	92	633	2	1522	58	2	false	0.8777442223330428	1.0	3.402139652579216E-150	"apical ectodermal ridge pectoral fin bud"
ZFA:0000003	32520	488	633	14	6461	240	2	false	0.8781630692754564	1.0	0.0	"adaxial cell"
ZFA:0009369	32520	123	633	2	287	7	1	false	0.8786860788577867	1.0	1.5978194471434608E-84	"fast muscle myoblast"
ZFA:0001651	32520	38	633	1	76	3	1	false	0.8799999999999807	1.0	1.4508269799957698E-22	"sternohyoid"
ZFA:0009114	32520	485	633	13	3314	115	3	false	0.880208292617162	1.0	0.0	"muscle cell"
ZFA:0000303	32520	1074	633	30	10782	362	1	false	0.881157442904175	1.0	0.0	"female organism"
ZFA:0005660	32520	102	633	2	7711	273	2	false	0.8816118673940666	1.0	6.1521438683823986E-235	"intestinal mucosa"
ZFA:0000088	32520	606	633	17	8686	311	3	false	0.8835639047934191	1.0	0.0	"yolk syncytial layer"
ZFA:0009327	32520	87	633	10	103	13	1	false	0.8839855944175008	1.0	4.453257116419518E-19	"neutrophil"
ZFA:0000190	32520	706	633	20	8668	308	2	false	0.8846775851436398	1.0	0.0	"ganglion"
ZFA:0000521	32520	47	633	1	422	18	3	false	0.8860788441783218	1.0	1.5092092187798373E-63	"hyoid muscle"
ZFA:0009285	32520	57	633	1	2077	77	2	false	0.8873480441799739	1.0	7.090060959503482E-113	"podocyte"
ZFA:0000067	32520	1057	633	32	5387	194	2	false	0.8884153899163844	1.0	0.0	"pronephric mesoderm"
ZFA:0007059	32520	2238	633	71	8652	308	2	false	0.8888095533671297	1.0	0.0	"neurogenic field"
ZFA:0009183	32520	48	633	1	159	6	1	false	0.8889995653760578	1.0	7.426995379600725E-42	"epidermal cell"
ZFA:0001286	32520	141	633	3	429	14	1	false	0.8919006172500772	1.0	2.559870980014254E-117	"caudal vein plexus"
ZFA:0005604	32520	36	633	1	54	2	1	false	0.8930817610062823	1.0	1.031711206152596E-14	"angiogenic sprout"
ZFA:0009074	32520	157	633	4	178	5	2	false	0.8933119471499094	1.0	9.61125433189608E-28	"macroglial cell"
ZFA:0009291	32520	508	633	14	7296	266	3	false	0.8949923124544158	1.0	0.0	"muscle precursor cell"
ZFA:0000096	32520	254	633	7	865	33	1	false	0.8963370377331774	1.0	1.2769966109062684E-226	"cardinal system"
ZFA:0001178	32520	2276	633	72	8652	308	2	false	0.8963482598448486	1.0	0.0	"non neural ectoderm"
ZFA:0000307	32520	63	633	1	7681	271	2	false	0.8969217693802372	1.0	4.232956505474881E-158	"vestibulolateralis lobe"
ZFA:0000032	32520	527	633	14	7681	271	2	false	0.8977563558924819	1.0	0.0	"hypothalamus"
ZFA:0000162	32520	347	633	7	1772	51	1	false	0.89862513885078	1.0	0.0	"trigeminal placode"
ZFA:0001309	32520	2236	633	71	8681	311	3	false	0.8988669151789187	1.0	0.0	"neurogenic placode"
ZFA:0000149	32520	2090	633	65	7691	271	4	false	0.8993383607568914	1.0	0.0	"primitive heart tube"
ZFA:0001373	32520	141	633	3	6445	239	3	false	0.9003001484254641	1.0	7.044831009082766E-294	"migratory slow muscle precursor cell"
ZFA:0009080	32520	1772	633	58	6006	224	2	false	0.9013324302569914	1.0	0.0	"neurectodermal cell"
ZFA:0009243	32520	61	633	1	114	3	1	false	0.9025800119768825	1.0	8.530745879756178E-34	"CaP motoneuron"
ZFA:0005784	32520	388	633	9	485	13	1	false	0.903761080857751	1.0	8.774797164603716E-105	"striated muscle cell"
ZFA:0005277	32520	444	633	12	2028	73	1	false	0.9053830165990602	1.0	0.0	"skeletal muscle"
ZFA:0000217	32520	482	633	13	6437	235	3	false	0.9056109225753091	1.0	0.0	"inner ear"
ZFA:0005077	32520	578	633	28	580	28	1	false	0.9056994818650554	1.0	5.95557143707937E-6	"vascular cord"
ZFA:0001270	32520	96	633	3	284	14	2	false	0.9067835079456857	1.0	2.5026079978707395E-78	"blastema"
ZFA:0000199	32520	66	633	1	7681	271	2	false	0.907537025634547	1.0	2.6298393107504113E-164	"dorsal periventricular hypothalamus"
ZFA:0009165	32520	849	633	27	2159	82	2	false	0.9084519580682809	1.0	0.0	"neural crest cell"
ZFA:0005296	32520	51	633	1	657	29	3	false	0.9090045651278035	1.0	2.291312544772326E-77	"axial lymph vessel"
ZFA:0001206	32520	1076	633	32	5387	194	1	false	0.9099936456492947	1.0	0.0	"intermediate mesoderm"
ZFA:0001065	32520	2180	633	70	5387	194	1	false	0.9108503312796412	1.0	0.0	"lateral mesoderm"
ZFA:0009137	32520	1783	633	58	6006	224	2	false	0.9114217814565436	1.0	0.0	"ectodermal cell"
ZFA:0001557	32520	113	633	2	7701	271	2	false	0.9122028035696744	1.0	3.3676539562667423E-255	"pronephric glomerulus"
ZFA:0009224	32520	10	633	1	19	3	1	false	0.9133126934984555	1.0	1.0825088224469062E-5	"red sensitive photoreceptor cell"
ZFA:0000470	32520	193	633	4	7681	271	2	false	0.914397597713507	1.0	0.0	"preoptic area"
ZFA:0005035	32520	60	633	1	777	30	2	false	0.9144844941759742	1.0	3.2396622495839474E-91	"subintestinal vein"
ZFA:0001702	32520	105	633	2	715	26	1	false	0.91584834359645	1.0	6.649756480062944E-129	"apical ectodermal ridge"
ZFA:0001101	32520	67	633	1	5076	183	1	false	0.9159664409758064	1.0	3.033905739608964E-154	"gustatory system"
ZFA:0000004	32520	471	633	12	8652	308	2	false	0.9166926119246681	1.0	0.0	"anterior axial hypoblast"
ZFA:0000431	32520	135	633	1	147	1	2	false	0.9183673469387441	1.0	7.461246477317837E-18	"semicircular canal"
ZFA:0001096	32520	37	633	2	62	5	2	false	0.9194591502212779	1.0	6.784005293429779E-18	"immature anterior macula"
ZFA:0000115	32520	2100	633	65	8672	309	3	false	0.9204026874792395	1.0	0.0	"heart rudiment"
ZFA:0000120	32520	178	633	3	1236	37	2	false	0.9204560657128231	1.0	1.7238868923666542E-220	"lateral line ganglion"
ZFA:0000168	32520	85	633	3	110	5	2	false	0.9236925904067335	1.0	2.7512555514677785E-25	"anterior macula"
ZFA:0000505	32520	198	633	4	7681	271	2	false	0.9238502171655674	1.0	0.0	"dorsal telencephalon"
ZFA:0000024	32520	641	633	17	8652	308	2	false	0.9241815343648807	1.0	0.0	"retinal ganglion cell layer"
ZFA:0001370	32520	109	633	3	501	24	1	false	0.9245990426145144	1.0	2.476311969297496E-113	"posterior pancreatic bud"
ZFA:0001210	32520	117	633	2	8681	311	2	false	0.9264544996497386	1.0	1.3401154387801538E-268	"presumptive rhombomere 6"
ZFA:0000028	32520	2110	633	65	8672	309	3	false	0.9271813286903051	1.0	0.0	"heart primordium"
ZFA:0005110	32520	51	633	1	55	1	2	false	0.9272727272727167	1.0	2.93207840377648E-6	"thoracic duct"
ZFA:0009220	32520	19	633	3	22	4	1	false	0.9272727272727282	1.0	6.493506493506473E-4	"photopic photoreceptor cell"
ZFA:0009013	32520	546	633	16	2535	99	1	false	0.9307518207088781	1.0	0.0	"single fate stem cell"
ZFA:0005618	32520	17	633	1	49	6	1	false	0.9351970878335278	1.0	1.5386342446734652E-13	"anguloarticular-retroarticular joint"
ZFA:0009052	32520	292	633	5	370	8	1	false	0.9353759080130714	1.0	3.425718262488886E-82	"motor neuron"
ZFA:0009158	32520	30	633	2	31	2	1	false	0.93548387096774	1.0	0.03225806451612895	"keratinocyte"
ZFA:0001110	32520	317	633	7	7681	271	2	false	0.9360705983376911	1.0	0.0	"ovarian follicle"
ZFA:0001149	32520	1011	633	29	5076	183	1	false	0.9362057973244404	1.0	0.0	"olfactory system"
ZFA:0009093	32520	95	633	6	96	6	1	false	0.9374999999999801	1.0	0.010416666666666593	"GAG secreting cell"
ZFA:0009287	32520	95	633	6	96	6	1	false	0.9374999999999801	1.0	0.010416666666666593	"collagen secreting cell"
ZFA:0009239	32520	370	633	8	1636	53	2	false	0.9386307529693585	1.0	0.0	"efferent neuron"
ZFA:0000131	32520	5682	633	190	8652	308	2	false	0.9397954257531879	1.0	0.0	"neural keel"
ZFA:0000471	32520	256	633	5	7419	252	3	false	0.9401912432454238	1.0	0.0	"atrium"
ZFA:0000392	32520	126	633	2	7681	271	2	false	0.940723235938118	1.0	1.820608541777338E-278	"median tuberal portion"
ZFA:0000150	32520	816	633	21	1127	34	3	false	0.9419575123624091	1.0	1.757433926750496E-287	"pronephric duct"
ZFA:0005605	32520	55	633	1	580	28	2	false	0.942746767934886	1.0	1.8350480025943082E-78	"lymphangioblast cord"
ZFA:0007042	32520	1477	633	43	8652	308	2	false	0.9428795373106122	1.0	0.0	"spinal cord neural tube"
ZFA:0007115	32520	2376	633	76	6290	230	1	false	0.9436065475201848	1.0	0.0	"pericardial region"
ZFA:0009025	32520	506	633	13	6006	224	2	false	0.9471988936438075	1.0	0.0	"myoblast"
ZFA:0005336	32520	363	633	8	8179	289	3	false	0.9478585319712826	1.0	0.0	"presumptive swim bladder"
ZFA:0000069	32520	111	633	2	1052	42	2	false	0.948244334086255	1.0	2.606132376596954E-153	"rhombomere 6"
ZFA:0000634	32520	82	633	1	7681	271	2	false	0.948248953406507	1.0	1.8247842186854678E-196	"caudal hypothalamic zone"
ZFA:0000295	32520	204	633	3	729	20	3	false	0.9495509782594953	1.0	6.348014396400323E-187	"trigeminal ganglion"
ZFA:0001094	32520	10782	633	362	10807	364	1	false	0.9496074247645203	1.0	2.2912998913559987E-76	"whole organism"
ZFA:0000186	32520	73	633	1	777	30	3	false	0.9511746377368611	1.0	1.4669556955097236E-104	"common cardinal vein"
ZFA:0007060	32520	1772	633	51	2238	71	1	false	0.9511928786362654	1.0	0.0	"dorsolateral field"
ZFA:0005335	32520	362	633	8	8681	311	2	false	0.9515855909349246	1.0	0.0	"swim bladder bud"
ZFA:0000133	32520	5323	633	176	8652	308	2	false	0.9517348254032425	1.0	0.0	"neural rod"
ZFA:0001310	32520	1772	633	51	2236	71	2	false	0.9527622463107351	1.0	0.0	"dorsolateral placode"
ZFA:0001718	32520	259	633	5	7681	271	3	false	0.9549620578478804	1.0	0.0	"presumptive atrium heart tube"
ZFA:0001721	32520	259	633	5	7681	271	2	false	0.9549620578478804	1.0	0.0	"presumptive atrium primitive heart tube"
ZFA:0000707	32520	86	633	1	7681	271	2	false	0.9552469625761587	1.0	2.7912803327576738E-204	"ventral hypothalamic zone"
ZFA:0001658	32520	212	633	4	2365	85	2	false	0.9555793199668243	1.0	4.553833568964776E-309	"hindbrain nucleus"
ZFA:0000778	32520	103	633	1	1475	43	2	false	0.9575573152966474	1.0	1.563103680838996E-161	"spinal cord interneuron"
ZFA:0000051	32520	1312	633	37	8681	311	2	false	0.9582280703157147	1.0	0.0	"otic vesicle"
ZFA:0001135	32520	5312	633	175	8652	308	2	false	0.9584180049956458	1.0	0.0	"neural tube"
ZFA:0005472	32520	22	633	1	70	8	2	false	0.9600280755241155	1.0	1.164850914200514E-18	"inter-frontal joint"
ZFA:0001405	32520	132	633	5	241	14	3	false	0.9604016065591777	1.0	1.6469393056824612E-71	"ethmoid cartilage"
ZFA:0009128	32520	1999	633	63	6006	224	1	false	0.9607315355428919	1.0	0.0	"electrically active cell"
ZFA:0009009	32520	523	633	13	6006	224	2	false	0.9610869468126079	1.0	0.0	"neuron neural crest derived"
ZFA:0005124	32520	100	633	2	130	4	3	false	0.9618443895877198	1.0	3.8279880512589226E-30	"intestinal epithelium"
ZFA:0000009	32520	319	633	6	7419	252	3	false	0.9639978199213665	1.0	0.0	"cardiac ventricle"
ZFA:0000347	32520	93	633	1	7681	271	3	false	0.9653006003843962	1.0	9.167623605653486E-218	"dorsal hypothalamic zone"
ZFA:0000076	32520	351	633	7	7481	261	3	false	0.965674072259375	1.0	0.0	"swim bladder"
ZFA:0000132	32520	6175	633	206	8700	310	2	false	0.966617589020433	1.0	0.0	"neural plate"
ZFA:0001083	32520	419	633	9	1023	33	2	false	0.9671634988694257	1.0	8.85323062147989E-300	"ventricular zone"
ZFA:0001109	32520	251	633	4	368	9	2	false	0.9680323658200292	1.0	2.59599366783374E-99	"oocyte"
ZFA:0009035	32520	64	633	1	112	4	2	false	0.9686708035331618	1.0	7.977504155990073E-33	"ciliated epithelial cell"
ZFA:0009191	32520	155	633	2	507	15	2	false	0.9698752709588903	1.0	7.255768840789713E-135	"CNS interneuron"
ZFA:0000063	32520	6344	633	211	8179	289	1	false	0.9732080072239054	1.0	0.0	"presumptive neural plate"
ZFA:0000787	32520	84	633	2	271	15	1	false	0.9735622921969856	1.0	2.632201874803704E-72	"mesenchyme derived from head neural crest"
ZFA:0005575	32520	395	633	8	8652	308	2	false	0.9741159371066402	1.0	0.0	"brain nucleus"
ZFA:0009016	32520	305	633	6	6006	224	1	false	0.9750140988540006	1.0	0.0	"germ line cell"
ZFA:0009162	32520	96	633	6	100	7	1	false	0.9762502789307338	1.0	2.5502234633309063E-7	"extracellular matrix secreting cell"
ZFA:0001719	32520	326	633	6	7681	271	3	false	0.9764502068804127	1.0	0.0	"presumptive cardiac ventricle heart tube"
ZFA:0001720	32520	326	633	6	7681	271	2	false	0.9764502068804127	1.0	0.0	"presumptive cardiac ventricle primitive heart tube"
ZFA:0006000	32520	105	633	1	7681	271	2	false	0.9775792206998795	1.0	2.3727139935086947E-240	"intermediate hypothalamus"
ZFA:0001617	32520	159	633	2	1841	63	3	false	0.9781041100625872	1.0	2.3869308823542488E-234	"otolith"
ZFA:0009325	32520	75	633	3	238	20	1	false	0.9784770320549434	1.0	7.011919099477647E-64	"erythroid lineage cell"
ZFA:0001261	32520	752	633	18	8533	306	2	false	0.9789937094940893	1.0	0.0	"ventricular system"
ZFA:0001320	32520	106	633	1	8652	308	3	false	0.9790623566347532	1.0	1.0125653334921005E-247	"endocardium"
ZFA:0001659	32520	207	633	3	7681	271	3	false	0.9793321683285651	1.0	0.0	"diencephalic nucleus"
ZFA:0001314	32520	87	633	1	366	14	2	false	0.9793431810263102	1.0	1.3741317671951283E-86	"posterior lateral line ganglion"
ZFA:0005488	32520	31	633	2	49	6	1	false	0.9796785083556454	1.0	8.654817626288259E-14	"mandibular symphysis"
ZFA:0001724	32520	107	633	1	8652	308	2	false	0.9798169545930222	1.0	1.2677801390558311E-249	"presumptive endocardium"
ZFA:0009048	32520	103	633	13	108	15	1	false	0.9813720880111451	1.0	8.971089909196005E-9	"granulocyte"
ZFA:0005885	32520	255	633	14	259	15	1	false	0.9823933247452286	1.0	5.4590702495875515E-9	"operculohyoid ligament"
ZFA:0009256	32520	210	633	7	319	16	1	false	0.9833133602144258	1.0	2.31057823883535E-88	"nucleate erythrocyte"
ZFA:0000080	32520	207	633	3	1454	52	1	false	0.9855854313424803	1.0	1.2781652666399494E-257	"trigeminal neural crest"
ZFA:0000559	32520	185	633	2	7441	253	2	false	0.9882335271078545	1.0	0.0	"otolith organ"
ZFA:0000213	32520	179	633	2	7681	271	2	false	0.9884887181659083	1.0	0.0	"habenula"
ZFA:0009100	32520	103	633	1	154	4	1	false	0.9889096612692398	1.0	4.971430537876447E-42	"peptide hormone secreting cell"
ZFA:0000396	32520	6747	633	226	8533	306	1	false	0.9893620552742493	1.0	0.0	"nervous system"
ZFA:0001267	32520	254	633	4	5684	217	2	false	0.9895653246726351	1.0	0.0	"cranial vasculature"
ZFA:0001138	32520	1445	633	39	5076	183	1	false	0.989911242319635	1.0	0.0	"vestibuloauditory system"
ZFA:0007114	32520	135	633	1	10807	364	1	false	0.9904843277384504	1.0	1.756453153E-314	"anatomical conduit"
ZFA:0005297	32520	125	633	1	865	31	2	false	0.9927853999316557	1.0	1.7387638934480806E-154	"cranial blood vessel"
ZFA:0000093	32520	4763	633	162	6038	224	2	false	0.9931806499628255	1.0	0.0	"blastomere"
ZFA:0009179	32520	506	633	13	548	17	2	false	0.9935385950683819	1.0	6.594052304342169E-64	"muscle stem cell"
ZFA:0009265	32520	131	633	14	138	17	3	false	0.9954830992203466	1.0	6.172027259156674E-12	"monocyte"
ZFA:0005409	32520	147	633	1	6290	230	2	false	0.9960802625490718	1.0	3.8234361128500535E-302	"pars superior ear"
ZFA:0001126	32520	363	633	5	8731	311	2	false	0.9969653178189029	1.0	0.0	"noninvoluting endocytic marginal cell cluster"
ZFA:0000023	32520	362	633	5	8681	311	2	false	0.997055946054314	1.0	0.0	"forerunner cell group"
ZFA:0001490	32520	7419	633	252	7849	278	1	false	0.9974101761073492	1.0	0.0	"cavitated compound organ"
ZFA:0000403	32520	977	633	28	2350	98	3	false	0.9976506580574533	1.0	0.0	"ovary"
ZFA:0000545	32520	359	633	4	7681	271	3	false	0.9990147163822294	1.0	0.0	"medulla oblongata"
ZFA:0000082	32520	477	633	10	865	33	2	false	0.9990932727408041	1.0	1.46361758123417E-257	"vein"
ZFA:0000001	32520	311	633	3	8681	311	3	false	0.999191664100382	1.0	0.0	"Kupffer's vesicle"
ZFA:0000633	32520	209	633	1	7681	271	3	false	0.9995058030315956	1.0	0.0	"caudal tuberculum"
ZFA:0005909	32520	209	633	1	8681	311	1	false	0.9995559151448554	1.0	0.0	"presumptive preglomerular region"
ZFA:0009019	32520	1661	633	54	2247	92	2	false	0.9996219098341094	1.0	0.0	"neuronal stem cell"
ZFA:0000364	32520	12	633	1	12	1	1	true	1.0	1.0	1.0	"hypural"
ZFA:0009108	32520	8	633	1	8	1	1	true	1.0	1.0	1.0	"Leydig cell"
ZFA:0009190	32520	1999	633	63	1999	63	1	true	1.0	1.0	1.0	"electrically responsive cell"
ZFA:0009266	32520	5	633	2	5	2	2	true	1.0	1.0	1.0	"neutrophilic myelocyte"
ZFA:0009268	32520	5	633	2	5	2	2	true	1.0	1.0	1.0	"neutrophilic metamyelocyte"
ZFA:0001590	32520	215	633	10	215	10	1	true	1.0	1.0	1.0	"dermal bone"
ZFA:0001693	32520	185	633	11	185	11	1	true	1.0	1.0	1.0	"chondral bone"
ZFA:0100000	32520	12143	633	399	0	0	0	true	1.0	1.0	1.0	"zebrafish anatomical entity"
